"year","ME_K_net_cc","NRC_K_net_cc","RC_K_net_cc","IP_K_net_cc","NR_K_net_cc","TOTAL_PRODUCTIVE_K_net_cc","TOTAL_WITH_RC_K_net_cc","TOTAL_ALL_K_net_cc","ME_K_gross_cc","NRC_K_gross_cc","RC_K_gross_cc","IP_K_gross_cc","NR_K_gross_cc","TOTAL_PRODUCTIVE_K_gross_cc","TOTAL_WITH_RC_K_gross_cc","TOTAL_ALL_K_gross_cc","ME_IG_cc","NRC_IG_cc","RC_IG_cc","IP_IG_cc","NR_IG_cc","TOTAL_PRODUCTIVE_IG_cc","TOTAL_WITH_RC_IG_cc","TOTAL_ALL_IG_cc","ME_D_cc","NRC_D_cc","RC_D_cc","IP_D_cc","NR_D_cc","TOTAL_PRODUCTIVE_D_cc","TOTAL_WITH_RC_D_cc","TOTAL_ALL_D_cc","ME_Ret_cc","NRC_Ret_cc","RC_Ret_cc","IP_Ret_cc","NR_Ret_cc","TOTAL_PRODUCTIVE_Ret_cc","TOTAL_WITH_RC_Ret_cc","TOTAL_ALL_Ret_cc","ME_K_net_real","NRC_K_net_real","RC_K_net_real","IP_K_net_real","NR_K_net_real","TOTAL_PRODUCTIVE_K_net_real","TOTAL_WITH_RC_K_net_real","TOTAL_ALL_K_net_real","ME_K_gross_real","NRC_K_gross_real","RC_K_gross_real","IP_K_gross_real","NR_K_gross_real","TOTAL_PRODUCTIVE_K_gross_real","TOTAL_WITH_RC_K_gross_real","TOTAL_ALL_K_gross_real","ME_IG_real","NRC_IG_real","RC_IG_real","IP_IG_real","NR_IG_real","TOTAL_PRODUCTIVE_IG_real","TOTAL_WITH_RC_IG_real","TOTAL_ALL_IG_real","ME_D_real","NRC_D_real","RC_D_real","IP_D_real","NR_D_real","TOTAL_PRODUCTIVE_D_real","TOTAL_WITH_RC_D_real","TOTAL_ALL_D_real","ME_Ret_real","NRC_Ret_real","RC_Ret_real","IP_Ret_real","NR_Ret_real","TOTAL_PRODUCTIVE_Ret_real","TOTAL_WITH_RC_Ret_real","TOTAL_ALL_Ret_real","adj_depression","adj_wwii","adj_gpim","adj_quality"
1973,37214,955145,1144469,331483,992359,992359,2136828,2468311,69736.9413534571,938725.356290456,1881685.87864753,194653.023394475,1008462.29764391,1008462.29764391,2890148.17629145,3084801.19968592,7961,53463,117221,44188,61424,61424,178645,222833,5258,24626,67469,31414,29884,29884,97353,128767,4412.56723953265,23926.0096294718,36009.4873193374,37616.2558486188,28338.5768690044,28338.5768690044,64348.0641883418,101964.320036961,190328.57676,6383950.99208,5327618.28123,1497802.16762,6574279.56884,6574279.56884,11901897.85007,13399700.01769,356665.039915061,6274206.1881506,8759436.98485056,879537.47363826,6630871.22806566,6630871.22806566,15390308.2129162,16269845.6865545,40716.0154669307,357333.359740744,545675.542582684,199662.975726636,398049.375207675,398049.375207675,943724.917790359,1143387.893517,26891.6981943376,164594.042926427,314074.979589929,141943.801925332,191485.741120765,191485.741120765,505560.720710694,647504.522636025,22567.7874605807,159915.481848915,167627.784536079,169968.624477906,182483.269309496,182483.269309496,350111.053845575,520079.678323481,FALSE,FALSE,TRUE,FALSE
1974,47172,1156507,1389502,401479,1203679,1203679,2593181,2994660,86675.8656617033,1134750.88829745,2284226.81345824,234215.853447461,1221426.75395915,1221426.75395915,3505653.56741738,3739869.42086484,8503,58832,123547,55029,67335,67335,190882,245911,6244,29193,78864,36463,35437,35437,114301,150764,5583.77611869309,29078.8888729039,44095.5063971068,44796.7133618651,34662.664991597,34662.664991597,78758.1713887038,123554.884750569,200874.85488,6566676.89832,5520406.13831,1576525.59252,6767551.7532,6767551.7532,12287957.89151,13864483.48403,369096.114991796,6443145.12885001,9075092.8910553,919717.562148544,6812241.2438418,6812241.2438418,15887334.1348971,16807051.6970457,36208.744404406,334049.629861265,490844.645901759,216087.583237935,370258.374265671,370258.374265671,861103.02016743,1077190.60340537,26589.1332542763,165758.615116602,313321.830189291,143182.713616545,192347.748370878,192347.748370878,505669.578560169,648852.292176713,23777.6693276707,165110.689161858,175188.739697011,175907.494727652,188888.358489529,188888.358489529,364077.09818654,539984.592914192,FALSE,FALSE,TRUE,FALSE
1975,54057,1245870,1521523,448200,1299927,1299927,2821450,3269650,98314.7858119294,1224711.72394704,2522485.9023926,259733.867108658,1323026.50975897,1323026.50975897,3845512.41215157,4105246.27926023,10015,59813,124649,57410,69828,69828,194477,251887,7541,33781,92496,43066,41322,41322,133818,176884,6307.12755799496,31483.749295866,48935.4469876041,50580.9667771645,37790.876853861,37790.876853861,86726.323841465,137307.29061863,210896.09604,6709661.33424,5643337.66661,1629930.93102,6920557.43028,6920557.43028,12563895.09689,14193826.02791,383561.879326354,6595712.95541098,9355914.90004743,944552.128143329,6979274.83473734,6979274.83473734,16335189.7347848,17279741.8629281,39072.1720006771,322124.277320184,462323.866813232,208778.078424494,361196.449320861,361196.449320861,823520.316134093,1032298.39455859,29420.1946137899,181928.346883673,343068.202590929,156614.47004754,211348.541497463,211348.541497463,554416.744088392,711031.214135932,24606.4076661198,169556.450759211,181501.857821106,183943.512429709,194162.85842533,194162.85842533,375664.716246437,559608.228676145,FALSE,FALSE,TRUE,FALSE
1976,60596,1354813,1663754,490883,1415409,1415409,3079163,3570046,109760.185324275,1333325.58115573,2777443.89190459,282472.823012218,1443085.76648001,1443085.76648001,4220529.6583846,4503002.48139681,10604,63128,141318,61817,73732,73732,215050,276867,8482,36255,101397,47283,44737,44737,146134,193417,7082.58466601962,34329.6643555603,53798.4875898895,55163.9557530544,41412.24902158,41412.24902158,95210.7366114695,150374.692364524,218774.3292,6849958.62448,5786757.78296,1681041.81794,7068732.95368,7068732.95368,12855490.73664,14536532.55458,396275.511868537,6741317.8526317,9660319.40912754,967335.654147938,7137593.36450024,7137593.36450024,16797912.7736278,17765248.4277757,38284.4244972738,319176.29078417,491522.80708106,211693.951633275,357460.715281443,357460.715281443,848983.522362503,1060677.47399578,30623.207146914,183305.924825435,352672.257388289,161921.884191665,213929.131972349,213929.131972349,566601.389360638,728523.273552303,25570.7919550902,173571.393563447,187118.298000949,188910.425628666,199142.185518537,199142.185518537,386260.483519486,575170.909148152,FALSE,FALSE,TRUE,FALSE
1977,67754,1495197,1844747,547198,1562951,1562951,3407698,3954896,122359.576714364,1473648.45704303,3092850.33627436,313870.518534342,1596008.03375739,1596008.03375739,4688858.37003175,5002728.88856609,11874,71432,170248,70274,83306,83306,253554,323828,9532,40549,113699,52635,50081,50081,163780,216415,7891.82690816883,37897.742082244,59644.9456382522,60899.1296335855,45789.5689904128,45789.5689904128,105434.514628665,166333.644262251,226810.6092,6999165.92408,5975643.05184,1738363.54793,7225976.53328,7225976.53328,13201619.58512,14939983.13305,409606.076925922,6898295.05049076,10018593.1308406,997118.169638755,7307901.12741668,7307901.12741668,17326494.2582573,18323612.4278961,39748.9325152877,334380.299244101,551480.109895642,223249.646320405,374129.231759389,374129.231759389,925609.341655031,1148858.98797544,31908.9459942498,189813.903489319,368302.341378604,167213.267126882,221722.849483569,221722.849483569,590025.190862174,757238.457989055,26418.3674579025,177403.101385045,193206.388182551,193467.130829588,203821.468842947,203821.468842947,397027.857025498,590494.987855086,FALSE,FALSE,TRUE,FALSE
1978,76196,1688997,2093241,617832,1765193,1765193,3858434,4476266,137148.88440107,1666481.51663409,3510867.1895218,354409.703133516,1803630.40103516,1803630.40103516,5314497.59055696,5668907.29369047,13252,89511,210918,82075,102763,102763,313681,395756,10636,45862,129491,58818,56498,56498,185989,244807,8849.77745721929,42620.8247738942,67345.9018269755,68083.675783379,51470.6022311135,51470.6022311135,118816.504058089,186900.179841468,235112.08644,7193913.27152,6227945.37897,1809689.34446,7429025.35796,7429025.35796,13656970.73693,15466660.08139,423189.673532127,7098013.49514341,10445758.0800107,1038100.10380485,7521203.16867553,7521203.16867553,17966961.2486862,19005061.3524911,40890.6684012662,381252.524928716,627536.811786887,240405.568093842,422143.193329982,422143.193329982,1049680.00511687,1290085.57321071,32818.6801324983,195339.15717935,385269.959392256,172283.578484844,228157.837311848,228157.837311848,613427.796704104,785711.375188948,27307.0717950615,181534.080276073,200371.862616813,199423.633927751,208841.152071134,208841.152071134,409213.014687947,608636.648615698,FALSE,FALSE,TRUE,FALSE
1979,89637,1945202,2415516,712544,2034839,2034839,4450355,5162899,160102.012414616,1921885.23529901,4044409.50753433,407607.85992171,2081987.24771362,2081987.24771362,6126396.75524795,6534004.61516966,15462,112525,256791,93121,127987,127987,384778,477899,12115,53000,149794,66860,65115,65115,214909,281769,10331.4294581869,48901.6279810543,77298.3368884556,78621.7149804274,59233.0574392412,59233.0574392412,136531.394327697,215153.109308124,244777.05252,7430099.23392,6528444.67037,1881648.09315,7674876.28644,7674876.28644,14203320.95681,16084969.04996,437200.025674334,7341036.05408452,10930875.0984288,1076389.04036051,7778236.07975886,7778236.07975886,18709111.1781876,19785500.2185481,42222.9970443482,429812.387760679,694032.180018258,245908.95731663,472035.384805027,472035.384805027,1166067.56482328,1411976.52213992,33083.1463712507,202444.403921937,404850.077976467,176560.31277789,235527.550293188,235527.550293188,640377.628269655,816937.941047545,28212.6449021418,186789.828819563,208915.161600214,207620.020760969,215002.473721705,215002.473721705,423917.635321919,631537.656082888,FALSE,FALSE,TRUE,FALSE
1980,99354,2216547,2771611,820711,2315901,2315901,5087512,5908223,180036.953834646,2191506.56687539,4644089.79059425,467786.678772732,2371543.52071003,2371543.52071003,7015633.31130428,7483419.99007701,13225,130633,278425,106158,143858,143858,422283,528441,13890,60016,173105,77280,73906,73906,247011,324291,11915.1395596176,55699.2855912267,89095.1998080459,90407.169693183,67614.4251508442,67614.4251508442,156709.62495889,247116.794652073,243038.53728,7687782.36176,6800845.32673,1954279.35351,7930820.89904,7930820.89904,14731666.22577,16685945.57928,440404.190232091,7600933.13180628,11395443.4259632,1113894.96201777,8041337.32203837,8041337.32203837,19436780.7480016,20550675.7100194,32350.8329360469,453082.237039771,683185.829503058,252783.729729362,485433.069975818,485433.069975818,1168618.89947888,1421402.62920824,33977.5477868953,208157.077753546,424756.695756943,184019.354485626,242134.625540441,242134.625540441,666891.321297384,850910.67578301,29146.6683782889,193185.159318014,218617.501968575,215277.808072102,222331.827696303,222331.827696303,440949.329664878,656227.137736979,FALSE,FALSE,TRUE,FALSE
1981,109757,2526869,3161452,911240,2636626,2636626,5798078,6709318,201813.210696104,2504275.93545379,5302862.09837967,521104.553261668,2706089.14614989,2706089.14614989,8008951.24452956,8530055.79779123,13967,160478,328310,121343,174445,174445,502755,624098,15277,71766,201314,87839,87043,87043,288357,376196,13417.5864782932,63345.8901473997,101521.471395503,99940.3883154169,76763.4766256929,76763.4766256929,178284.948021196,278225.336336613,240169.58532,7978984.09624,7097246.90052,2031262.15997,8219153.68156,8219153.68156,15316400.58208,17347662.74205,441606.413485984,7907642.96114375,11904568.4045211,1161603.92479314,8349249.37462973,8349249.37462973,20253817.7791508,21415421.703944,30562.5026026991,506734.385437632,737033.847077141,270487.955178921,537296.888040331,537296.888040331,1274330.73511747,1544818.69029639,33429.0364617623,226612.369952997,451936.376870907,195803.560938507,260041.406414759,260041.406414759,711977.783285667,907781.344224173,29360.2793488061,200024.556100165,227908.868519265,222778.992403554,229384.835448971,229384.835448971,457293.703968236,680072.69637179,FALSE,FALSE,TRUE,FALSE
1982,111913,2695152,3382857,971212,2807065,2807065,6189922,7161134,212389.569916985,2685498.09436566,5708508.69994241,551229.354229522,2897887.66428265,2897887.66428265,8606396.36422505,9157625.71845458,10660,170116,347335,116170,180776,180776,528111,644281,16159,81235,225868,96285,97394,97394,323262,419547,14409.2549940704,67983.2998477206,109411.70816209,108764.83855738,82392.5548417909,82392.5548417909,191804.263003881,300569.101561261,228656.27484,8249820.09504,7361452.12166,2074500.7044,8478476.36988,8478476.36988,15839928.49154,17914429.19594,433946.081975173,8220269.63380524,12422314.4758131,1177421.28766438,8654215.71578041,8654215.71578041,21076530.1915935,22253951.4792579,21780.0960549212,520722.540060013,755837.439382385,248138.147829874,542502.636114934,542502.636114934,1298340.07549732,1546478.22332719,33015.4382881306,248659.124019935,491512.490127458,205663.95423775,281674.562308065,281674.562308065,773187.052435523,978851.006673273,29440.4275657323,208095.86739852,238091.368090422,232320.784958627,237536.294964252,237536.294964252,475627.663054674,707948.448013301,FALSE,FALSE,TRUE,FALSE
1983,109260,2770143,3506456,1002516,2879403,2879403,6385859,7388375,214042.333001498,2770716.82647634,5961286.89000106,561976.199529866,2984759.15947784,2984759.15947784,8946046.0494789,9508022.24900876,10177,147794,349672,111767,157971,157971,507643,619410,15932,81162,236769,100947,97094,97094,333863,434810,14561.809500107,70889.8061209823,114522.752857164,112552.299882467,85451.6156210893,85451.6156210893,199974.368478254,312526.66836072,217065.28032,8453194.5944,7606924.91944,2097484.77971,8670259.87472,8670259.87472,16277184.79416,18374669.57387,425234.843614469,8454945.64727632,12932448.5450495,1175778.26695351,8880180.49089079,8880180.49089079,21812629.0359403,22988407.3028938,20218.5004376409,450998.898571212,758580.358752662,233841.236822003,471217.399008853,471217.399008853,1229797.75776152,1463638.99458352,31651.8766800132,247668.867517198,513647.969987614,211203.408282147,279320.744197211,279320.744197211,792968.714184825,1004172.12246697,28929.7387983449,216322.885100138,248446.289516261,235484.257532877,245252.623898483,245252.623898483,493698.913414744,729183.170947621,FALSE,FALSE,TRUE,FALSE
1984,106585,2943739,3750785,1052677,3050324,3050324,6801109,7853786,214010.48327172,2951827.29002294,6391923.05522609,592736.525646578,3165837.77329466,3165837.77329466,9557760.82852075,10150497.3541673,11184,173242,410968,132898,184426,184426,595394,728292,15516,83959,251852,105952,99475,99475,351327,457279,14487.60594798,75096.8997303497,122060.307249512,114959.631411644,89584.5056783298,89584.5056783298,211644.812927842,326604.444339486,208562.89608,8721767.73368,7948011.12812,2153303.24832,8930330.62976,8930330.62976,16878341.75788,19031645.0062,418770.429071918,8745731.87823994,13544651.4724314,1212472.09359821,9164502.30731186,9164502.30731186,22709153.7797433,23921625.8733415,21884.5750317467,513284.800628789,870851.898282952,271849.480035406,535169.375660536,535169.375660536,1406021.27394349,1677870.75397889,30361.3256609962,248755.374424172,533680.949091798,216730.09457412,279116.700085169,279116.700085169,812797.649176966,1029527.74375109,28348.989574298,222498.569665166,258648.970900989,235155.653390702,250847.559239464,250847.559239464,509496.530140454,744652.183531156,FALSE,FALSE,TRUE,FALSE
1985,102215,3101817,3981335,1115981,3204032,3204032,7185367,8301348,211767.117181701,3118919.20058685,6803493.05772268,633777.417459503,3330686.31776855,3330686.31776855,10134179.3754912,10767956.7929507,9137,194840,445637,146132,203977,203977,649614,795746,14970,88704,272365,113132,103674,103674,376039,489171,14473.5797986929,79029.1675834285,129752.16444332,121911.354364876,93502.7473821214,93502.7473821214,223254.911825441,345166.266190317,197162.09352,9033193.77512,8312122.60718,2219802.78463,9230355.86864,9230355.86864,17542478.47582,19762281.26045,408476.722225107,9082999.25748147,14204147.215165,1260649.48786065,9491475.97970658,9491475.97970658,23695623.1948715,24956272.6827322,17624.3217579831,567418.218142586,930388.772182163,290671.812982077,585042.539900569,585042.539900569,1515431.31208273,1806103.12506481,28875.5714914093,258326.142589406,568636.21722477,225031.365794544,287201.714080816,287201.714080816,855837.931305586,1080869.29710013,27918.0286047945,230150.838901051,270893.029448629,242494.418719643,258068.867505846,258068.867505846,528961.896954474,771456.315674117,FALSE,FALSE,TRUE,FALSE
1986,99660,3232612,4193598,1174676,3332272,3332272,7525870,8700546,213155.210874167,3257860.09390277,7209072.1242417,665027.258723366,3471015.30477694,3471015.30477694,10680087.4290186,11345114.687742,8448,175204,445921,140389,183652,183652,629573,769962,14603,91989,291943,120837,106592,106592,398535,519372,14621.9436338691,83315.0295649398,138023.492331463,131159.564680841,97936.9731988088,97936.9731988088,235960.465530272,367120.030211113,185605.92288,9274188.314,8631354.32194,2258096.39031,9459794.23688,9459794.23688,18091148.55882,20349244.94913,396978.42294783,9346623.72456702,14837868.5407497,1278391.36270851,9743602.14751485,9743602.14751485,24581470.6882645,25859862.050973,15733.4822043974,502650.763335054,917804.269888007,269871.772419996,518384.245539451,518384.245539451,1436188.51542746,1706060.28784745,27196.50102164,263911.446476269,600883.41200328,232286.684597191,291107.947497909,291107.947497909,891991.359501189,1124278.04409838,27231.7814816738,239026.296249512,284082.944303299,252129.89757213,266258.077731186,266258.077731186,550341.022034486,802470.919606615,FALSE,FALSE,TRUE,FALSE
1987,96075,3415114,4451210,1232980,3511189,3511189,7962399,9195379,211968.865633085,3444970.23033999,7705745.62408094,694314.685218208,3656939.09597308,3656939.09597308,11362684.720054,12056999.4052722,8193,176107,455823,142623,184300,184300,640123,782746,14116,93349,310387,128154,107465,107465,417852,546006,14555.4189737918,88347.6548740539,147957.60457308,137922.921304552,102903.073847846,102903.073847846,250860.678420926,388783.599725478,174687.29712,9507828.55944,8927755.89573,2285669.36878,9682515.85656,9682515.85656,18610271.75229,20895941.12107,385410.02561578,9590949.62640989,15455351.6743502,1287104.2582178,9976359.65202567,9976359.65202567,25431711.3263759,26718815.5845937,14896.8308644721,490289.684068321,914240.504415504,264391.16805099,505186.514932793,505186.514932793,1419427.0193483,1683818.18739929,25666.2595487475,259887.748460275,622540.695498066,237568.87564002,285554.008009023,285554.008009023,908094.703507089,1145663.57914711,26465.228196522,245963.782225448,296757.370814994,255678.272541703,272429.01042197,272429.01042197,569186.381236963,824864.653778666,FALSE,FALSE,TRUE,FALSE
1988,96571,3641727,4780451,1292260,3738298,3738298,8518749,9811009,216014.406872147,3676552.84078814,8332760.32377267,725972.70140385,3892567.24766028,3892567.24766028,12225327.571433,12951300.2728368,10935,181187,491627,150154,192122,192122,683749,833903,13890,99974,336202,136350,113864,113864,450066,586416,14648.5290622962,94469.347048328,160023.129056585,143954.675350962,109117.876110624,109117.876110624,269141.005167209,413095.680518172,169388.70984,9729588.7924,9234109.06943,2310829.21714,9898977.50224,9898977.50224,19133086.57167,21443915.78881,378896.373517162,9822632.86468168,16095890.8854281,1298189.93797693,10201529.2381988,10201529.2381988,26297420.123627,27595610.0616039,19180.3496091,484076.649493106,949646.24456493,268506.53140269,503256.999102206,503256.999102206,1452903.24366714,1721409.77506982,24363.5167874165,267100.172509196,649421.139838167,243822.113009022,291463.689296613,291463.689296613,940884.82913478,1184706.9421438,25694.0017077187,252393.411221313,309107.033487004,257420.85164356,278087.412929032,278087.412929032,587194.446416035,844615.298059596,FALSE,FALSE,TRUE,FALSE
1989,98649,3858711,5095699,1360646,3957360,3957360,9053059,10413705,221538.84696949,3901322.9610188,8958047.46716312,770615.808200225,4122861.80798829,4122861.80798829,13080909.2751514,13851525.0833516,12791,190592,519305,172025,203383,203383,722688,894713,14104,105919,362465,143732,120023,120023,482488,626220,14910.5604978207,100290.025973481,172219.234023737,149647.702050056,115200.586471302,115200.586471302,287419.820495039,437067.522545095,167119.80012,9945550.44784,9525047.01974,2360713.75925,10112670.24796,10112670.24796,19637717.2677,21998431.02695,375305.657678805,10055379.7167316,16744674.9366066,1337014.43396286,10430685.3744104,10430685.3744104,27175360.311017,28512374.7449799,21669.0423961208,491237.190594144,970701.868887091,298462.483581314,512906.232990265,512906.232990265,1483608.10187736,1782070.58545867,23893.3761203102,272998.614792547,677531.417772137,249374.275193196,296891.990912858,296891.990912858,974423.408684994,1223797.68387819,25259.7582344774,258490.338544255,321917.817708562,259637.987595386,283750.096778732,283750.096778732,605667.914487295,865305.902082681,FALSE,FALSE,TRUE,FALSE
1990,101722,4055325,5385788,1437022,4157047,4157047,9542835,10979857,228464.609824709,4104187.76561692,9554980.28963423,819755.718609876,4332652.37544163,4332652.37544163,13887632.6650759,14707388.3836857,13639,204097,534304,182550,217736,217736,752040,934590,14388,111553,386482,152433,125941,125941,512423,664856,15344.6864160506,105407.858530187,184095.434482331,159301.429652469,120752.544946238,120752.544946238,304847.979428569,464149.409081038,165863.46168,10180463.55176,9797447.6761,2412180.68176,10346327.01344,10346327.01344,20143774.68954,22555955.3713,372524.43971704,10303128.3454328,17381749.7892339,1376039.41219621,10675652.7851499,10675652.7851499,28057402.5743837,29433441.9865799,22239.1592168215,512363.884404717,971968.351359343,306427.865025927,534603.043621539,534603.043621539,1506571.39498088,1812999.26000681,23460.4459866287,280041.981984054,703060.93978346,255873.562035043,303502.427970683,303502.427970683,1006563.36775414,1262436.92978919,25020.377178587,264615.255703462,334893.498732133,267402.886792572,289635.632882049,289635.632882049,624529.131614182,891932.018406754,FALSE,FALSE,TRUE,FALSE
1991,102678,4116647,5511706,1482651,4219325,4219325,9731031,11213682,232979.005315144,4173583.71451235,9911204.36281802,851529.216281766,4406562.71982749,4406562.71982749,14317767.0826455,15169296.2989273,11966,179561,513141,186752,191527,191527,704668,891420,14665,115919,406750,160877,130584,130584,537334,698211,15786.643236796,107946.559851685,191797.211486082,166194.304070441,123733.203088481,123733.203088481,315530.414574563,481724.718645004,161529.228,10339995.14792,9990040.40377,2455181.86913,10501524.37592,10501524.37592,20491564.77969,22946746.64882,366513.945234258,10483006.038044,17964189.6782182,1410081.73390061,10849519.9832782,10849519.9832782,28813709.6614965,30223791.3953971,18824.4681650207,451012.649069902,930074.884769061,309250.204143636,469837.117234922,469837.117234922,1399912.00200398,1709162.20614762,23070.4350359376,291159.746646176,737239.782788387,266402.743167493,314230.181682113,314230.181682113,1051469.9644705,1317872.70763799,24834.9626478026,271134.956458759,347634.995784677,275207.882439243,295969.919106561,295969.919106561,643604.914891238,918812.797330481,FALSE,FALSE,TRUE,FALSE
1992,101307,4251264,5704338,1535428,4352571,4352571,10056909,11592337,234274.479744477,4315238.15363648,10395122.0821707,886003.569751634,4549512.63338096,4549512.63338096,14944634.7155517,15830638.2853033,10579,164752,524106,192158,175331,175331,699437,891595,14667,116462,417668,167172,131129,131129,548797,715969,15978.2485531769,112175.301449635,201449.307799402,173461.392437909,128153.550002811,128153.550002811,329602.857802214,503064.250240122,154920.72708,10454976.69728,10173657.17858,2496323.75953,10609897.42436,10609897.42436,20783554.60294,23279878.36247,358257.304414336,10612305.9728784,18539646.2119691,1440478.98188609,10970563.2772927,10970563.2772927,29510209.4892619,30950688.471148,16177.6221956955,405168.514782962,934740.327315255,312413.594765607,421346.136978658,421346.136978658,1356086.46429391,1668500.05905952,22429.0750301792,286410.699528099,744908.707454423,271790.950489472,308839.774558278,308839.774558278,1053748.4820127,1325539.43250217,24434.2630156172,275868.579948526,359283.793564365,282016.346780122,300302.842964143,300302.842964143,659586.636528507,941602.983308629,FALSE,FALSE,TRUE,FALSE
1993,102506,4459065,5998809,1586642,4561571,4561571,10560380,12147022,237573.990904276,4528154.30803762,11036169.7422928,916229.943573199,4765728.2989419,4765728.2989419,15801898.0412347,16718127.9848079,13317,173292,583683,193079,186609,186609,770292,963371,14592,120943,438062,173196,135535,135535,573597,746793,16018.3564931626,117698.981298314,213316.055965159,180787.7358933,133717.337791477,133717.337791477,347033.393756636,527821.129649936,152839.33056,10580282.5432,10427325.41158,2528406.52214,10733121.87376,10733121.87376,21160447.28534,23688853.80748,354229.505865774,10744214.7576333,19183430.1109304,1460065.82777365,11098444.2634991,11098444.2634991,30281874.3744295,31741940.2022031,19856.0217457273,411179.994567519,1014576.82320061,307682.642264776,431036.016313246,431036.016313246,1445612.83951386,1753295.48177864,21757.0826247392,286968.481424298,761453.652624639,275997.922662176,308725.564049037,308725.564049037,1070179.21667368,1346177.13933585,23883.8202942891,279271.20981259,370792.924239383,288095.796377219,303155.030106879,303155.030106879,673947.954346261,962043.75072348,FALSE,FALSE,TRUE,FALSE
1994,105725,4697080,6340151,1671436,4802805,4802805,11142956,12814392,242636.041637458,4775378.9137967,11773683.8325106,970815.164015318,5018014.95543416,5018014.95543416,16791698.7879447,17762513.9519601,15782,180245,627534,214376,196027,196027,823561,1037937,14940,126278,464738,180959,141218,141218,605956,786915,16203.8601169613,124192.808480992,227472.445561441,189109.79100383,140396.668597953,140396.668597953,367869.114159394,556978.905163223,154082.2752,10693566.94792,10693677.05623,2580941.55142,10847649.22312,10847649.22312,21541326.27935,24122267.83077,353614.692277337,10871825.4993252,19858197.8042833,1499080.54843605,11225440.1916026,11225440.1916026,31083637.9958859,32582718.5443219,23000.4868026143,410353.235313821,1058436.29557155,331027.886217129,433353.722116435,433353.722116435,1491790.01768798,1822817.90390511,21773.3666728588,287489.727032421,783854.846321202,279427.152582218,309263.093705279,309263.093705279,1093117.94002648,1372545.0926087,23615.3003910516,282742.49362193,383668.602218607,292013.16555473,306357.794012982,306357.794012982,690026.396231589,982039.561786319,FALSE,FALSE,TRUE,FALSE
1995,110585,4913397,6686689,1767955,5023982,5023982,11710671,13478626,250171.009972627,4997658.85345002,12511206.2303437,1045118.78282042,5247829.86342265,5247829.86342265,17759036.0937663,18804154.8765867,17567,204120,687961,248952,221687,221687,909648,1158600,15599,133381,498914,194884,148980,148980,647894,842778,16614.572140902,129555.104147298,241290.718986606,199041.695705104,146169.6762882,146169.6762882,387460.395274805,586502.090979909,156908.367,10850411.3984,11006274.37105,2663067.09418,11007319.7654,11007319.7654,22013594.13645,24676661.23063,354966.086228202,11036489.5384576,20593416.0365396,1574260.3403585,11391455.6246858,11391455.6246858,31984871.6612253,33559132.0015838,24925.7067693539,450764.710167204,1132382.18834193,374995.901609656,475690.416936558,475690.416936558,1608072.60527849,1983068.50688815,22133.3238398788,294549.518943816,821211.270863359,293553.380930044,316682.842783695,316682.842783695,1137894.11364705,1431447.4945771,23574.3128184891,286100.671034874,397163.956085666,299816.10968721,309674.983853364,309674.983853364,706838.939939029,1006655.04962624,FALSE,FALSE,TRUE,FALSE
1996,114273,5135950,7012681,1863493,5250223,5250223,12262904,14126397,254979.581194444,5225102.48843806,13200322.0945288,1124823.00649544,5480082.06963251,5480082.06963251,18680404.1641613,19805227.1706568,18492,225097,743099,276888,243589,243589,986688,1263576,16240,138839,526275,206963,155079,155079,681354,888317,16891.9700853174,135135.283471299,254229.042745486,211983.75162386,152027.253556616,152027.253556616,406256.296302102,618240.047925962,160088.05512,11038228.73856,11361019.63843,2767781.11715,11198316.79368,11198316.79368,22559336.43211,25327117.54926,357207.610273036,11229836.0478195,21385418.5795052,1670660.35531873,11587043.6580925,11587043.6580925,32972462.2375977,34643122.5929165,25905.9297933811,483780.444584476,1203870.86369645,411252.083031935,509686.374377857,509686.374377857,1713557.23807431,2124809.32110624,22751.0436861621,298393.995236116,852601.253388647,307394.920908592,321145.038922278,321145.038922278,1173746.29231093,1481141.21321952,23664.4057485468,290433.935222567,411868.320730791,314852.068071699,314098.340971114,314098.340971114,725966.661701905,1040818.7297736,FALSE,FALSE,TRUE,FALSE
1997,120190,5445420,7425069,1963059,5565610,5565610,12990679,14953738,261394.246366863,5540399.50243181,14027623.1078284,1205132.65438242,5801793.74879867,5801793.74879867,19829416.856627,21034549.5110095,22320,249089,826880,290895,271409,271409,1098289,1389184,16945,147368,560343,221502,164313,164313,724656,946158,17076.7318833474,143008.391957616,269402.920567926,228559.413595605,160085.123840964,160085.123840964,429488.04440889,658047.458004495,167607.33444,11252776.1068,11788157.91692,2869805.09344,11420383.44124,11420383.44124,23208541.35816,26078346.4516,364519.45146437,11449048.0335936,22270478.0782666,1761789.03936027,11813567.485058,11813567.485058,34084045.5633246,35845834.6026848,31125.6818762027,514733.987032535,1312767.87035148,425260.755105287,545859.668908737,545859.668908737,1858627.53926022,2283888.29436551,23630.1379656028,304530.983708677,889609.479944321,323814.805264206,328161.12167428,328161.12167428,1217770.6016186,1541585.40688281,23813.8406848691,295522.001258407,427708.371590104,334132.071063746,319335.841943276,319335.841943276,747044.213533381,1081176.28459713,FALSE,FALSE,TRUE,FALSE
